link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,is_link,link_type_name,from_biway
1858,,408813181,1217,814,1,"LINESTRING (-111.9261721 33.4371623, -111.9262399 33.4372775, -111.9262597 33.4373625, -111.9262646 33.4374334, -111.9262705 33.4374912, -111.9262844 33.4375299, -111.9262962 33.4375456, -111.9263198 33.437555, -111.9263537 33.4375533)",1,50.38,primary,3,80,1,1800,drive,0,0.15,4,1,0.03,50.0,50.0,0.04,,,,,,,
1859,North Scottsdale Road,512829820,1217,1200,1,"LINESTRING (-111.9261721 33.4371623, -111.9261931 33.4375578)",1,44.02,primary,3,64,3,5400,drive,0,0.15,4,1,0.03,40.0,40.0,0.04,,,,,,,
1860,East Apache Boulevard,422264710,1218,1219,1,"LINESTRING (-111.901575 33.4149014, -111.9016837 33.4149, -111.9018562 33.4148961, -111.902322 33.4148731, -111.9026342 33.4148603, -111.9026945 33.4148578, -111.9030994 33.4148494, -111.9038104 33.4148523, -111.9040397 33.4148621)",1,228.93,primary,3,56,2,3600,drive,0,0.15,4,1,0.14,35.0,35.0,0.25,,,,,,,
1861,East Apache Boulevard,436928219,1219,1790,1,"LINESTRING (-111.9040397 33.4148621, -111.9047122 33.4148635, -111.904805 33.4148637, -111.9048926 33.4148629, -111.905029 33.4148617)",1,91.82,primary,3,56,3,5400,drive,0,0.15,4,1,0.06,35.0,35.0,0.1,,,,,,,
1862,,,1220,33,,"LINESTRING (-111.909114 33.4146219, -111.91768631805228 33.411143867046114)",1,885.77,,0,90,1,99999,drive,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,,0,connector,1
1863,East Apache Boulevard,422264711,1220,913,1,"LINESTRING (-111.909114 33.4146219, -111.9089295 33.4146202, -111.9077033 33.414636, -111.9073058 33.4146476, -111.9071727 33.4146618)",1,180.32,primary,3,56,2,3600,drive,0,0.15,4,1,0.11,35.0,35.0,0.19,,,,,,,
1864,South McClintock Drive,436942359,1220,1222,1,"LINESTRING (-111.909114 33.4146219, -111.9091139 33.4146994, -111.9091137 33.4147648, -111.909113 33.4148353)",1,23.73,secondary,4,64,3,4800,drive,0,0.15,4,1,0.01,40.0,40.0,0.02,,,,,,,
1865,South McClintock Drive,436942356,1220,1969,1,"LINESTRING (-111.909114 33.4146219, -111.9091131 33.4145185, -111.9091097 33.4141228)",1,55.5,secondary,4,64,3,4800,drive,0,0.15,4,1,0.03,40.0,40.0,0.05,,,,,,,
1866,East Apache Boulevard,422264712,1221,1222,1,"LINESTRING (-111.907599 33.4148463, -111.907629 33.414846, -111.9077868 33.414845, -111.9080631 33.414842, -111.9083981 33.4148384, -111.9087124 33.4148353, -111.9089329 33.4148331, -111.909113 33.4148353)",1,140.53,primary,3,56,3,5400,drive,0,0.15,4,1,0.09,35.0,35.0,0.15,,,,,,,
1867,South McClintock Drive,436942359,1222,1220,1,"LINESTRING (-111.909113 33.4148353, -111.9091137 33.4147648, -111.9091139 33.4146994, -111.909114 33.4146219)",1,23.73,secondary,4,64,3,4800,drive,0,0.15,4,1,0.01,40.0,40.0,0.02,,,,,,,
1868,East Apache Boulevard,436789564,1222,1317,1,"LINESTRING (-111.909113 33.4148353, -111.9093116 33.4148372, -111.9095739 33.4148443, -111.90993 33.4148536, -111.9101184 33.4148585, -111.9102121 33.4148609, -111.9103279 33.4148639, -111.9104423 33.4148669, -111.9109141 33.4148697, -111.9111951 33.4148674, -111.9112905 33.4148647, -111.9113845 33.414865)",1,210.89,primary,3,56,2,3600,drive,0,0.15,4,1,0.13,35.0,35.0,0.23,,,,,,,
1869,South McClintock Drive,436942362,1222,1970,1,"LINESTRING (-111.909113 33.4148353, -111.909113 33.4149326, -111.9091141 33.4151634, -111.9091141 33.4151788, -111.9091144 33.4153168, -111.9091146 33.415374)",1,59.9,secondary,4,64,2,3200,drive,0,0.15,4,1,0.04,40.0,40.0,0.06,,,,,,,
1870,East Apache Boulevard,436790482,1224,821,1,"LINESTRING (-111.9361331 33.4147441, -111.9364829 33.4147406, -111.9365984 33.414741)",1,43.19,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1871,East Apache Boulevard,422266087,1225,1226,1,"LINESTRING (-111.932805 33.4147645, -111.933487 33.4147609, -111.9342173 33.4147571)",1,131.09,primary,3,56,2,3600,drive,0,0.15,4,1,0.08,35.0,35.0,0.14,,,,,,,
1872,East Apache Boulevard,436790488,1226,2905,1,"LINESTRING (-111.9342173 33.4147571, -111.9348498 33.4147534, -111.934959 33.4147529)",1,68.84,primary,3,56,3,5400,drive,0,0.15,4,1,0.04,35.0,35.0,0.07,,,,,,,
1873,,,1227,5,,"LINESTRING (-111.9349556 33.4161131, -111.93265996939043 33.4182893069808)",1,322.26,,0,90,1,99999,drive,0,0.15,4,1,0.2,55.0,55.0,0.21,,,,,0,connector,1
1874,South College Avenue,422266090,1227,1228,1,"LINESTRING (-111.9349556 33.4161131, -111.9349554 33.4160606, -111.934956 33.4159047, -111.9349579 33.4156778, -111.9349567 33.4155062)",1,67.49,tertiary,5,24,1,1200,drive,0,0.15,4,1,0.04,15.0,15.0,0.17,,,,,,,
1875,South College Avenue,536925046,1228,2426,1,"LINESTRING (-111.9349567 33.4155062, -111.9349577 33.4150723)",1,48.25,tertiary,5,24,2,2400,drive,0,0.15,4,1,0.03,15.0,15.0,0.12,,,,,,,
1876,South Mill Avenue,436940274,1231,1232,1,"LINESTRING (-111.9398081 33.4067486, -111.9397915 33.4068077)",1,6.75,secondary,4,60,4,6400,drive,0,0.15,4,1,0.0,35.0,35.0,0.01,,,,,,,
1877,South Mill Avenue,533573793,1231,2428,1,"LINESTRING (-111.9398081 33.4067486, -111.9398049 33.406561, -111.9398013 33.4063538, -111.9397951 33.4059883)",1,84.55,secondary,4,64,2,3200,drive,0,0.15,4,1,0.05,40.0,40.0,0.08,,,,,,,
1878,South Mill Avenue,422267252,1232,2866,1,"LINESTRING (-111.9397915 33.4068077, -111.939755 33.4069372, -111.9397584 33.4072713, -111.93976 33.4074084)",1,67.19,secondary,4,64,4,6400,drive,0,0.15,4,1,0.04,40.0,40.0,0.06,,,,,,,
1879,East Rio Salado Parkway,428666893,1233,1234,1,"LINESTRING (-111.937493 33.4305413, -111.9376361 33.4304872, -111.93779 33.430425, -111.9381333 33.4302428, -111.9383837 33.430091)",1,96.92,secondary,4,56,2,3200,drive,0,0.15,4,1,0.06,35.0,35.0,0.1,,,,,,,
1880,East Rio Salado Parkway,428666893,1234,1235,1,"LINESTRING (-111.9383837 33.430091, -111.9384173 33.4300695, -111.9385843 33.4299677, -111.9387265 33.4298922, -111.9388275 33.4298464)",1,49.43,secondary,4,56,2,3200,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1881,East Rio Salado Parkway,1163940109,1235,1460,1,"LINESTRING (-111.9388275 33.4298464, -111.9389533 33.4298031, -111.9390477 33.4297815, -111.9391348 33.4297705)",1,29.89,secondary,4,56,2,3200,drive,0,0.15,4,1,0.02,35.0,35.0,0.03,,,,,,,
1882,East Guadalupe Road,433285904,1236,1237,1,"LINESTRING (-111.9374358 33.3637553, -111.937524 33.3637544, -111.9375886 33.3637538)",1,14.19,secondary,4,72,2,3200,drive,0,0.15,4,1,0.01,45.0,45.0,0.01,,,,,,,
1883,West Guadalupe Road,433285912,1237,90,1,"LINESTRING (-111.9375886 33.3637538, -111.937678 33.3637065)",1,9.83,secondary,4,72,2,3200,drive,0,0.15,4,1,0.01,45.0,45.0,0.01,,,,,,,
1884,East Guadalupe Road,433285905,1238,1239,1,"LINESTRING (-111.9369828 33.3637196, -111.9371021 33.3637584, -111.9373622 33.363756)",1,36.05,secondary,4,72,2,3200,drive,0,0.15,4,1,0.02,45.0,45.0,0.03,,,,,,,
1885,East Guadalupe Road,436944195,1238,2103,1,"LINESTRING (-111.9369828 33.3637196, -111.9366203 33.3637202)",1,33.67,secondary,4,72,2,3200,drive,0,0.15,4,1,0.02,45.0,45.0,0.03,,,,,,,
1886,East Guadalupe Road,436180767,1239,1236,1,"LINESTRING (-111.9373622 33.363756, -111.9374358 33.3637553)",1,6.84,secondary,4,72,2,3200,drive,0,0.15,4,1,0.0,45.0,45.0,0.01,,,,,,,
1887,East Guadalupe Road,433285906,1240,1238,1,"LINESTRING (-111.9373651 33.3636617, -111.9371022 33.3636648, -111.9369828 33.3637196)",1,37.07,secondary,4,72,2,3200,drive,0,0.15,4,1,0.02,45.0,45.0,0.03,,,,,,,
1888,East Guadalupe Road,436325718,1241,1242,1,"LINESTRING (-111.8962151 33.3638391, -111.8960652 33.3637818, -111.8959599 33.3637833, -111.8958545 33.3637849, -111.8957492 33.3637864, -111.895616 33.3637886, -111.895586 33.3637888)",1,59.82,secondary,4,60,2,3200,drive,0,0.15,4,1,0.04,35.0,35.0,0.06,,,,,,,
1889,East Guadalupe Road,436933663,1241,1892,1,"LINESTRING (-111.8962151 33.3638391, -111.8965955 33.3638323, -111.897602 33.3638249, -111.9009026 33.3638087, -111.9019717 33.3638072)",1,534.63,secondary,4,60,2,3200,drive,0,0.15,4,1,0.33,35.0,35.0,0.53,,,,,,,
1890,East Guadalupe Road,436933661,1242,1893,1,"LINESTRING (-111.895586 33.3637888, -111.8951481 33.3637913)",1,40.67,secondary,4,60,5,8000,drive,0,0.15,4,1,0.03,35.0,35.0,0.04,,,,,,,
1891,East Guadalupe Road,436325965,1243,1244,1,"LINESTRING (-111.8943343 33.3637976, -111.894004 33.3637981)",1,30.67,secondary,4,60,3,4800,drive,0,0.15,4,1,0.02,35.0,35.0,0.03,,,,,,,
1892,,436325973,1243,1245,1,"LINESTRING (-111.8943343 33.3637976, -111.8941279 33.3638672, -111.8941013 33.3638711)",1,23.18,secondary,4,60,2,3200,drive,0,0.15,4,1,0.01,35.0,35.0,0.02,,,,,,,
1893,,,1244,15,,"LINESTRING (-111.894004 33.3637981, -111.90234525424631 33.371047113918)",1,1117.59,,0,90,1,99999,drive,0,0.15,4,1,0.69,55.0,55.0,0.75,,,,,0,connector,1
1894,,436326354,1245,1246,1,"LINESTRING (-111.8941013 33.3638711, -111.8943431 33.363932)",1,23.45,secondary,4,60,2,3200,drive,0,0.15,4,1,0.01,35.0,35.0,0.02,,,,,,,
1895,East Guadalupe Road,646669039,1246,737,1,"LINESTRING (-111.8943431 33.363932, -111.894607 33.3639276)",1,24.51,secondary,4,60,2,3200,drive,0,0.15,4,1,0.02,35.0,35.0,0.02,,,,,,,
1896,East Guadalupe Road,1070796370,1247,2665,1,"LINESTRING (-111.8947271 33.3639278, -111.8951592 33.3639266)",1,40.13,secondary,4,60,2,3200,drive,0,0.15,4,1,0.02,35.0,35.0,0.04,,,,,,,
1897,East Curry Road,436780962,1248,592,1,"LINESTRING (-111.9288352 33.4402576, -111.930161 33.4402341)",1,123.05,primary,3,80,2,3600,drive,0,0.15,4,1,0.08,50.0,50.0,0.09,,,,,,,
1898,East Curry Road,529962425,1248,2354,1,"LINESTRING (-111.9288352 33.4402576, -111.9286125 33.4402604, -111.928382 33.4402633)",1,42.06,primary,3,80,2,3600,drive,0,0.15,4,1,0.03,50.0,50.0,0.03,,,,,,,
1899,East Curry Road,436780963,1249,2910,1,"LINESTRING (-111.9424905 33.4380208, -111.9431848 33.4377584, -111.943313 33.4377087)",1,83.84,primary,3,80,4,7200,drive,0,0.15,4,1,0.05,50.0,50.0,0.06,,,,,,,
1900,North Mill Avenue,436781033,1250,1251,1,"LINESTRING (-111.9436691 33.4382598, -111.9436538 33.4382106, -111.9436253 33.4381192)",1,16.15,primary,3,72,4,7200,drive,0,0.15,4,1,0.01,45.0,45.0,0.01,,,,,,,
1901,North Mill Avenue,436781034,1251,2910,1,"LINESTRING (-111.9436253 33.4381192, -111.9435007 33.4377554, -111.943463 33.4376481)",1,54.51,primary,3,72,5,9000,drive,0,0.15,4,1,0.03,45.0,45.0,0.05,,,,,,,
1902,North Mill Avenue,436781096,1252,1253,1,"LINESTRING (-111.9426974 33.4365403, -111.9427334 33.436582, -111.9428672 33.4367597)",1,29.05,primary,3,72,4,7200,drive,0,0.15,4,1,0.02,45.0,45.0,0.02,,,,,,,
1903,North Mill Avenue,436781097,1253,417,1,"LINESTRING (-111.9428672 33.4367597, -111.942967 33.4368993, -111.9430207 33.436988)",1,29.13,primary,3,72,5,9000,drive,0,0.15,4,1,0.02,45.0,45.0,0.02,,,,,,,
1904,South Mill Avenue,436781558,1254,421,1,"LINESTRING (-111.9405747 33.431551, -111.940473 33.431309)",1,28.52,primary,3,48,2,3600,drive,0,0.15,4,1,0.02,30.0,30.0,0.04,,,,,,,
1905,West Rio Salado Parkway,436781559,1255,691,1,"LINESTRING (-111.9426335 33.4294665, -111.9427111 33.4295249)",1,9.7,secondary,4,48,2,3200,drive,0,0.15,4,1,0.01,30.0,30.0,0.01,,,,,,,
1906,,1081993866,1255,894,1,"LINESTRING (-111.9426335 33.4294665, -111.9426766 33.4294736, -111.9427205 33.4294717, -111.9427625 33.4294609, -111.9428 33.4294417, -111.9428307 33.4294155, -111.9428527 33.4293838)",1,24.47,secondary,4,60,1,1600,drive,0,0.15,4,1,0.02,35.0,35.0,0.02,,,,,,,
1907,West Rio Salado Parkway,436781672,1256,1257,1,"LINESTRING (-111.9496236 33.4308757, -111.9502834 33.430953, -111.9508673 33.4310161, -111.9511175 33.4310437, -111.9513196 33.4310574, -111.9515386 33.4310649, -111.9515872 33.4310641)",1,183.55,secondary,4,64,2,3200,drive,0,0.15,4,1,0.11,40.0,40.0,0.17,,,,,,,
1908,West Rio Salado Parkway,436781679,1257,2914,1,"LINESTRING (-111.9515872 33.4310641, -111.9517277 33.4310616, -111.9519222 33.4310493, -111.9520193 33.431041, -111.9521145 33.4310329, -111.9522836 33.4310172, -111.95242 33.4309952)",1,77.76,secondary,4,64,3,4800,drive,0,0.15,4,1,0.05,40.0,40.0,0.07,,,,,,,
1909,West Rio Salado Parkway,436781673,1258,1259,1,"LINESTRING (-111.9590767 33.4304173, -111.959512 33.4302116)",1,46.42,secondary,4,64,4,6400,drive,0,0.15,4,1,0.03,40.0,40.0,0.04,,,,,,,
1910,West Rio Salado Parkway,436900840,1259,1701,1,"LINESTRING (-111.959512 33.4302116, -111.959792 33.4300863)",1,29.48,secondary,4,64,2,3200,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1911,West Rio Salado Parkway,436781675,1261,1262,1,"LINESTRING (-111.955486 33.4306299, -111.9557441 33.4306829, -111.9559581 33.4307307, -111.9563277 33.4308086, -111.9566281 33.4308601, -111.9568575 33.4308903, -111.9570659 33.4309064, -111.9573006 33.4309053, -111.9573297 33.4309038, -111.957491 33.4308952, -111.9576474 33.430878, -111.9578767 33.4308444, -111.9580891 33.4308034, -111.9583574 33.4307284, -111.9584943 33.4306805, -111.9585676 33.4306504, -111.9586549 33.4306138, -111.9588048 33.4305468)",1,318.45,secondary,4,64,2,3200,drive,0,0.15,4,1,0.2,40.0,40.0,0.3,,,,,,,
1912,,531937204,1261,1475,1,"LINESTRING (-111.955486 33.4306299, -111.9555135 33.4305309)",1,11.3,secondary,4,60,1,1600,drive,0,0.15,4,1,0.01,35.0,35.0,0.01,,,,,,,
1913,West Rio Salado Parkway,436781677,1262,1258,1,"LINESTRING (-111.9588048 33.4305468, -111.9590767 33.4304173)",1,29.05,secondary,4,64,3,4800,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1914,West Rio Salado Parkway,436781676,1263,1264,1,"LINESTRING (-111.9435436 33.4316395, -111.9436656 33.4316361, -111.9439638 33.4316276, -111.9443088 33.4316138, -111.9445267 33.4315981, -111.9447039 33.4315766, -111.9448785 33.4315468, -111.9450786 33.4315075, -111.9452223 33.4314757, -111.9453297 33.4314491, -111.9453632 33.4314408, -111.9454868 33.4314089, -111.9457711 33.4313317, -111.9461332 33.4312388, -111.9465087 33.4311369, -111.9466573 33.4310941, -111.9467564 33.4310665)",1,306.86,secondary,4,48,2,3200,drive,0,0.15,4,1,0.19,30.0,30.0,0.38,,,,,,,
1915,West Rio Salado Parkway,436781678,1264,1265,1,"LINESTRING (-111.9467564 33.4310665, -111.9470615 33.4309933, -111.9472777 33.4309495, -111.9472983 33.4309458, -111.947371 33.4309329)",1,58.96,secondary,4,48,3,4800,drive,0,0.15,4,1,0.04,30.0,30.0,0.07,,,,,,,
1916,West Rio Salado Parkway,983515110,1265,2775,1,"LINESTRING (-111.947371 33.4309329, -111.9474607 33.4309171, -111.9475601 33.4308997, -111.9478841 33.4308567, -111.9480644 33.4308381, -111.9482924 33.4308236, -111.948556 33.4308187, -111.9488757 33.4308213, -111.949034 33.4308247, -111.9492213 33.4308345, -111.9492681 33.430837)",1,177.05,secondary,4,64,2,3200,drive,0,0.15,4,1,0.11,40.0,40.0,0.17,,,,,,,
1917,,436781910,1266,278,1,"LINESTRING (-111.9479063 33.4364964, -111.94878 33.4365786)",1,81.59,motorway,1,120,2,4600,drive,0,0.15,4,1,0.05,75.0,75.0,0.04,,,,,,,
1918,,436781911,1267,258,1,"LINESTRING (-111.9279434 33.4356902, -111.9270745 33.4357101)",1,80.66,motorway,1,120,4,9200,drive,0,0.15,4,1,0.05,75.0,75.0,0.04,,,,,,,
1919,,653489792,1268,1266,1,"LINESTRING (-111.9472751 33.4364274, -111.9479063 33.4364964)",1,59.07,motorway,1,120,1,2300,drive,0,0.15,4,1,0.04,75.0,75.0,0.03,,,,,,,
1920,West Washington Street,436782338,1269,2871,1,"LINESTRING (-111.9498675 33.4395427, -111.9497871 33.4395227, -111.9493073 33.439374, -111.949084 33.4392939, -111.9489445 33.4392376)",1,92.21,primary,3,56,4,7200,drive,0,0.15,4,1,0.06,35.0,35.0,0.1,,,,,,,
1921,West Washington Street,436782339,1270,1271,1,"LINESTRING (-111.9459784 33.4377343, -111.94607 33.4377954, -111.9462612 33.4379238, -111.9466618 33.4381915, -111.9472549 33.4385944, -111.9476271 33.4388429, -111.9478273 33.4389642)",1,219.43,primary,3,56,2,3600,drive,0,0.15,4,1,0.14,35.0,35.0,0.24,,,,,,,
1922,West Washington Street,436782349,1271,2904,1,"LINESTRING (-111.9478273 33.4389642, -111.9478568 33.4389821, -111.9480332 33.439079, -111.9482693 33.4391958, -111.9485554 33.4393329, -111.9486719 33.4393776)",1,90.96,primary,3,56,3,5400,drive,0,0.15,4,1,0.06,35.0,35.0,0.1,,,,,,,
1923,West Washington Street,436782340,1272,1273,1,"LINESTRING (-111.9534838 33.4404736, -111.954006 33.4405879)",1,50.09,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1924,West Washington Street,436782347,1273,1280,1,"LINESTRING (-111.954006 33.4405879, -111.9542465 33.4406601, -111.9544469 33.4407418)",1,44.41,primary,3,56,4,7200,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1925,West Washington Street,436782342,1276,1277,1,"LINESTRING (-111.9502693 33.4398619, -111.9506821 33.4399394, -111.950841 33.4399671)",1,54.32,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.06,,,,,,,
1926,West Washington Street,436782363,1277,1272,1,"LINESTRING (-111.950841 33.4399671, -111.9510014 33.439995, -111.9518823 33.4401509, -111.9530229 33.4403763, -111.9534838 33.4404736)",1,251.63,primary,3,56,2,3600,drive,0,0.15,4,1,0.16,35.0,35.0,0.27,,,,,,,
1927,West Washington Street,436782346,1278,2885,1,"LINESTRING (-111.955971 33.4420469, -111.9560556 33.442147, -111.9563596 33.4425066, -111.956453 33.442617)",1,77.58,primary,3,56,4,7200,drive,0,0.15,4,1,0.05,35.0,35.0,0.08,,,,,,,
1928,West Washington Street,436782344,1279,1269,1,"LINESTRING (-111.950897 33.4397601, -111.9507331 33.4397302, -111.9501612 33.4396158, -111.9498675 33.4395427)",1,98.57,primary,3,56,2,3600,drive,0,0.15,4,1,0.06,35.0,35.0,0.11,,,,,,,
1929,West Washington Street,436788209,1280,2924,1,"LINESTRING (-111.9544469 33.4407418, -111.954528 33.4407814)",1,8.72,primary,3,56,4,7200,drive,0,0.15,4,1,0.01,35.0,35.0,0.01,,,,,,,
1930,West Washington Street,436782354,1282,2874,1,"LINESTRING (-111.9556315 33.4412623, -111.955561 33.4411913, -111.9554734 33.4411128, -111.9553617 33.4410184, -111.9552538 33.4409349, -111.9551496 33.4408599, -111.9550098 33.4407775, -111.9548587 33.4406925, -111.954774 33.4406514)",1,105.23,primary,3,56,3,5400,drive,0,0.15,4,1,0.07,35.0,35.0,0.11,,,,,,,
1931,,,1284,1,,"LINESTRING (-111.963016 33.3199329, -111.95857402769855 33.32929064666485)",1,1117.24,,0,90,1,99999,drive,0,0.15,4,1,0.69,55.0,55.0,0.74,,,,,0,connector,1
1932,South Priest Drive,436783024,1284,125,1,"LINESTRING (-111.963016 33.3199329, -111.9630216 33.3200566, -111.9630204 33.3204454, -111.9630195 33.3206578, -111.9630191 33.3208326, -111.9630962 33.3209766)",1,117.59,secondary,4,60,2,3200,drive,0,0.15,4,1,0.07,35.0,35.0,0.12,,,,,,,
1933,South Priest Drive,436783030,1285,1286,1,"LINESTRING (-111.9631576 33.3208345, -111.9631558 33.3205315, -111.9631575 33.320296, -111.9631592 33.3200575, -111.963158 33.3199306)",1,100.51,secondary,4,72,4,6400,drive,0,0.15,4,1,0.06,45.0,45.0,0.08,,,,,,,
1934,,,1286,1,,"LINESTRING (-111.963158 33.3199306, -111.95857402769855 33.32929064666485)",1,1122.44,,0,90,1,99999,drive,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,,0,connector,1
1935,North Priest Drive,436785756,1287,576,1,"LINESTRING (-111.961026 33.4373705, -111.9610434 33.437154)",1,24.13,secondary,4,64,5,8000,drive,0,0.15,4,1,0.01,40.0,40.0,0.02,,,,,,,
1936,Red Mountain Freeeway,527810539,1288,2280,1,"LINESTRING (-111.9609436 33.4385306, -111.961057 33.4385693, -111.9615192 33.4387085)",1,56.96,primary,3,80,2,3600,drive,0,0.15,4,1,0.04,50.0,50.0,0.04,,,,,,,
1937,North Priest Drive,781479275,1288,2729,1,"LINESTRING (-111.9609436 33.4385306, -111.9609497 33.4383638, -111.9609613 33.4381971)",1,37.12,secondary,4,64,5,8000,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1938,,,1289,39,,"LINESTRING (-111.961825 33.4372374, -111.9525185541581 33.4292177099346)",1,1241.03,,0,90,1,99999,drive,0,0.15,4,1,0.77,55.0,55.0,0.83,,,,,0,connector,1
1939,Red Mountain Freeeway,436785760,1289,576,1,"LINESTRING (-111.961825 33.4372374, -111.9611443 33.4371651, -111.9610434 33.437154)",1,73.12,primary,3,80,4,7200,drive,0,0.15,4,1,0.05,50.0,50.0,0.05,,,,,,,
1940,Red Mountain Freeeway,436785761,1290,667,1,"LINESTRING (-111.9595738 33.4380851, -111.9605634 33.4384081, -111.9606668 33.4384424)",1,108.92,primary,3,80,4,7200,drive,0,0.15,4,1,0.07,50.0,50.0,0.08,,,,,,,
1941,North Priest Drive,436786134,1291,121,1,"LINESTRING (-111.9609757 33.4303153, -111.9609706 33.4302235)",1,10.22,secondary,4,64,6,9600,drive,0,0.15,4,1,0.01,40.0,40.0,0.01,,,,,,,
1942,North Priest Drive,436786137,1291,1292,1,"LINESTRING (-111.9609757 33.4303153, -111.9609858 33.4304968, -111.9610434 33.4308813, -111.9610977 33.4312655)",1,106.31,secondary,4,64,3,4800,drive,0,0.15,4,1,0.07,40.0,40.0,0.1,,,,,,,
1943,North Priest Drive,436786136,1292,663,1,"LINESTRING (-111.9610977 33.4312655, -111.9611558 33.4315951)",1,37.04,secondary,4,64,4,6400,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1944,North Priest Drive,436786137,1292,1291,1,"LINESTRING (-111.9610977 33.4312655, -111.9610434 33.4308813, -111.9609858 33.4304968, -111.9609757 33.4303153)",1,106.31,secondary,4,64,3,4800,drive,0,0.15,4,1,0.07,40.0,40.0,0.1,,,,,,,
1945,Red Mountain Freeway,886974426,1293,1294,1,"LINESTRING (-111.9501917 33.4359923, -111.9490385 33.435924)",1,107.28,motorway,1,105,6,13800,drive,0,0.15,4,1,0.07,65.0,65.0,0.06,,,,,,,
1946,Red Mountain Freeway,436786675,1294,410,1,"LINESTRING (-111.9490385 33.435924, -111.9444915 33.435651)",1,423.02,motorway,1,105,6,13800,drive,0,0.15,4,1,0.26,65.0,65.0,0.24,,,,,,,
1947,West Washington Street,436788200,1295,571,1,"LINESTRING (-111.9599853 33.4452291, -111.9600992 33.4452505, -111.9602473 33.445274)",1,24.82,primary,3,80,3,5400,drive,0,0.15,4,1,0.02,50.0,50.0,0.02,,,,,,,
1948,West Washington Street,436788204,1296,1295,1,"LINESTRING (-111.9590373 33.4449151, -111.9592116 33.4449916, -111.9592891 33.4450229, -111.9593861 33.4450618, -111.9595064 33.4451023, -111.9596323 33.4451405, -111.959743 33.4451692, -111.9599853 33.4452291)",1,94.92,primary,3,80,2,3600,drive,0,0.15,4,1,0.06,50.0,50.0,0.07,,,,,,,
1949,,,1297,38,,"LINESTRING (-111.9620771 33.445332, -111.94240830800949 33.442680959325)",1,1852.34,,0,90,1,99999,drive,0,0.15,4,1,1.15,55.0,55.0,1.23,,,,,0,connector,1
1950,East Washington Street,436788205,1297,752,1,"LINESTRING (-111.9620771 33.445332, -111.9612149 33.4452186, -111.961026 33.4451946)",1,98.71,primary,3,80,3,5400,drive,0,0.15,4,1,0.06,50.0,50.0,0.07,,,,,,,
1951,,,1298,38,,"LINESTRING (-111.9638472 33.4457402, -111.94240830800949 33.442680959325)",1,2022.1,,0,90,1,99999,drive,0,0.15,4,1,1.26,55.0,55.0,1.35,,,,,0,connector,1
1952,West Washington Street,436788208,1299,1300,1,"LINESTRING (-111.9573585 33.4436768, -111.9574495 33.44378)",1,14.25,primary,3,80,2,3600,drive,0,0.15,4,1,0.01,50.0,50.0,0.01,,,,,,,
1953,West Washington Street,436788210,1300,920,1,"LINESTRING (-111.9574495 33.44378, -111.9575638 33.4439027, -111.9576867 33.4440265, -111.95786 33.444184)",1,58.93,primary,3,80,3,5400,drive,0,0.15,4,1,0.04,50.0,50.0,0.04,,,,,,,
1954,West Washington Street,436788213,1302,1299,1,"LINESTRING (-111.956705 33.4429034, -111.956808 33.4430235, -111.9569682 33.4432087, -111.9572143 33.4435084, -111.9573585 33.4436768)",1,105.23,primary,3,80,2,3600,drive,0,0.15,4,1,0.07,50.0,50.0,0.08,,,,,,,
1955,South Mill Avenue,436789319,1304,1117,1,"LINESTRING (-111.9398834 33.4126638, -111.9398827 33.4125946)",1,7.69,secondary,4,56,2,3200,drive,0,0.15,4,1,0.0,35.0,35.0,0.01,,,,,,,
1956,South Mill Avenue,436789322,1304,1306,1,"LINESTRING (-111.9398834 33.4126638, -111.9398829 33.4130694)",1,45.1,secondary,4,56,3,4800,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1957,South Mill Avenue,952169082,1305,178,1,"LINESTRING (-111.9399169 33.4151943, -111.939915 33.4148601, -111.9399107 33.414754)",1,48.97,secondary,4,56,3,4800,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1958,South Mill Avenue,436789320,1305,1114,1,"LINESTRING (-111.9399169 33.4151943, -111.9399183 33.4152719)",1,8.63,secondary,4,56,2,3200,drive,0,0.15,4,1,0.01,35.0,35.0,0.01,,,,,,,
